"RV56: DEATHS by Year, Cause of death by ICD-10, Sex and Age group",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Age groups total,0,1,2,3,4,0-4,1-4,5-9,10-14,0-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,15-49,50-54,55-59,60-64,15-64,65 and older,65-69,70-74,75-79,80-84,85 and older,85-89,90-94,95-99,100 and older,Age unknown
,,Females,42,7,0,0,0,0,7,0,0,0,7,0,0,1,3,1,2,2,9,4,1,8,22,13,1,6,3,1,2,..,..,..,..,0
,"..tuberculosis (A15-A19, B90)",Males and females,143,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,12,17,44,14,24,19,101,42,17,10,7,5,3,..,..,..,..,0
,,Males,122,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,10,16,38,13,24,13,88,34,16,7,6,4,1,..,..,..,..,0
,,Females,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,6,1,0,6,13,8,1,3,1,1,2,..,..,..,..,0
,..meningococcal infection (A39),Males and females,3,2,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,0
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,3,2,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,..,..,..,..,0
,..sepsis (A40-A41),Males and females,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,..,..,..,..,0
,,Males,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,..,..,..,..,0
,,Females,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,..,..,..,..,0
,..viral hepatitis(B20-B24),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,..HIV-disease (B20-B24),Males and females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,Neoplasms (C00-D48),Males and females,3303,3,0,2,1,0,6,3,4,7,17,10,12,15,17,44,80,133,311,250,416,567,1544,1741,587,498,292,250,114,..,..,..,..,1
,,Males,1782,1,0,2,1,0,4,3,1,3,8,6,4,7,6,13,49,73,158,145,264,360,927,846,327,255,126,93,45,..,..,..,..,1
,,Females,1521,2,0,0,0,0,2,0,3,4,9,4,8,8,11,31,31,60,153,105,152,207,617,895,260,243,166,157,69,..,..,..,..,0
,..malignant neoplasms (C00-C97),Males and females,3272,1,0,2,1,0,4,3,4,7,15,10,12,15,16,40,80,131,304,244,414,562,1524,1732,583,497,290,249,113,..,..,..,..,1
,,Males,1769,0,0,2,1,0,3,3,1,3,7,6,4,7,5,11,49,72,154,142,264,357,917,844,326,255,125,93,45,..,..,..,..,1
,,Females,1503,1,0,0,0,0,1,0,3,4,8,4,8,8,11,29,31,59,150,102,150,205,607,888,257,242,165,156,68,..,..,..,..,0
,"....malignant neoplasm of lip, oral cavity and pharynx (C00-C14)",Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of oesophagus (C15),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of stomach (C16),Males and females,428,0,0,0,0,0,0,0,0,0,0,0,1,0,2,5,6,11,25,31,50,69,175,253,67,74,57,42,13,..,..,..,..,0
,,Males,224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,11,17,28,46,102,122,38,41,23,15,5,..,..,..,..,0
,,Females,204,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,6,14,14,22,23,73,131,29,33,34,27,8,..,..,..,..,0
,"....malignant neoplasm of colon and rectosigmoid junction (C18, C19)",Males and females,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,7,13,29,60,135,38,46,25,21,5,..,..,..,..,0
,,Males,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7,15,26,43,14,15,7,6,1,..,..,..,..,0
,,Females,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,5,6,14,34,92,24,31,18,15,4,..,..,..,..,0
,......malignant neoplasm of colon (C18),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,......malignant neoplasm of colon and rectosigmoid junction (C19),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,"....malignant neoplasm of rectum and anus (C20, C21)",Males and females,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,9,17,13,44,134,38,37,18,26,15,..,..,..,..,0
,,Males,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,12,7,26,50,17,12,7,5,9,..,..,..,..,0
,,Females,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,5,6,18,84,21,25,11,21,6,..,..,..,..,0
,....malignant neoplasm of liver and intrahepatic bile ducts (C22),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of pancreas (C25),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasms of respiratory organs (C30-39),Males and females,699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,30,50,45,119,172,386,312,127,98,46,24,17,..,..,..,..,1
,,Males,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,27,44,40,103,155,342,240,106,77,30,15,12,..,..,..,..,1
,,Females,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,6,5,16,17,44,72,21,21,16,9,5,..,..,..,..,0
,"......malignant neoplasm of larynx, trachea, bronchus and lung (C32-C34)",Males and females,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,29,47,45,115,170,377,303,123,97,43,24,16,..,..,..,..,1
,,Males,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,26,43,40,101,154,338,236,105,76,29,15,11,..,..,..,..,1
,,Females,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,14,16,39,67,18,21,14,9,5,..,..,..,..,0
,....malignant melanoma of skin (C43),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of breast (C50),Males and females,231,0,0,0,0,0,0,0,0,0,0,0,1,1,3,10,6,19,40,26,34,31,131,100,28,27,18,15,12,..,..,..,..,0
,,Males,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,..,..,..,..,0
,,Females,229,0,0,0,0,0,0,0,0,0,0,0,1,1,3,10,6,19,40,26,34,30,130,99,28,27,18,15,11,..,..,..,..,0
,....malignant neoplasm of cervix uteri (C53),Males and females,72,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,7,15,8,9,13,45,27,3,7,7,9,1,..,..,..,..,0
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,72,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,7,15,8,9,13,45,27,3,7,7,9,1,..,..,..,..,0
,"....malignant neoplasm of other parts of uterus (C54, C55)",Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of ovary (C56),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of prostate (C61),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neopsasm of kidney (C64),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasm of bladder (C67),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,....malignant neoplasms of lymphoid/haemotopoietic tissue (C81-C96),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,......leukemia (C91-C95),Males and females,118,0,0,1,0,0,1,1,1,1,3,3,3,5,1,4,3,5,24,7,11,19,61,54,19,16,7,10,2,..,..,..,..,0
,,Males,61,0,0,1,0,0,1,1,1,1,3,2,2,3,0,1,2,4,14,5,5,11,35,23,10,9,1,2,1,..,..,..,..,0
,,Females,57,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,1,1,10,2,6,8,26,31,9,7,6,8,1,..,..,..,..,0
,"Endocrine, nutritional and metabolic diseases (E00-E90)",Males and females,155,0,1,0,0,0,1,1,0,0,1,2,0,2,3,3,15,6,31,14,23,22,90,64,23,22,8,8,3,..,..,..,..,0
,,Males,65,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,7,6,21,9,11,10,51,14,8,5,1,0,0,..,..,..,..,0
,,Females,90,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,8,0,10,5,12,12,39,50,15,17,7,8,3,..,..,..,..,0
,..diabetes mellitus (E10-E14),Males and females,117,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,10,5,21,12,17,16,66,51,18,18,6,7,2,..,..,..,..,0
,,Males,50,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,6,5,17,8,6,7,38,12,8,3,1,0,0,..,..,..,..,0
,,Females,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,11,9,28,39,10,15,5,7,2,..,..,..,..,0
,Diseases of the blood and blood-forming organs (D50-D89),Males and females,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,2,3,5,14,11,2,3,3,2,1,..,..,..,..,0
,,Males,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,2,7,5,0,1,1,2,1,..,..,..,..,0
,,Females,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,1,3,7,6,2,2,2,0,0,..,..,..,..,0
,..anaemia (D50-D64),Males and females,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,2,2,6,6,1,1,3,0,1,..,..,..,..,0
,,Males,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,3,0,1,1,0,1,..,..,..,..,0
,,Females,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,4,3,1,0,2,0,0,..,..,..,..,0
,"Mental, behavioural disorders (F00-F99)",Males and females,47,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,7,9,21,2,5,7,35,11,4,1,2,1,3,..,..,..,..,1
,,Males,35,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,6,16,2,4,5,27,7,4,0,1,0,2,..,..,..,..,1
,,Females,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,5,0,1,2,8,4,0,1,1,1,1,..,..,..,..,0
,..mental and behavioural disorders due to use of alcohol (F10),Males and females,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,8,17,2,5,6,30,4,4,0,0,0,0,..,..,..,..,1
,,Males,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,6,14,2,4,4,24,4,4,0,0,0,0,..,..,..,..,1
,,Females,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,2,6,0,0,0,0,0,0,..,..,..,..,0
,"..drug dependence and toxicomania (F11-F16, F18, F19)",Males and females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Males,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,,Females,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0
,Diseases of the nervous system and sense organs (G00-H95),Males and females,204,8,0,2,0,1,11,3,5,2,18,7,6,2,9,18,18,18,78,19,23,18,138,44,18,11,5,9,1,..,..,..,..,4
,,Males,110,4,0,2,0,0,6,2,2,1,9,2,4,1,7,13,15,9,51,11,10,13,85,14,6,4,2,2,0,..,..,..,..,2
,,Females,94,4,0,0,0,1,5,1,3,1,9,5,2,1,2,5,3,9,27,8,13,5,53,30,12,7,3,7,1,..,..,..,..,2
,..meningitis (G00-G03),Males and females,24,2,0,1,0,0,3,1,0,0,3,0,0,0,3,1,2,2,8,1,4,1,14,5,3,1,1,0,0,..,..,..,..,2
,,Males,13,1,0,1,0,0,2,1,0,0,2,0,0,0,2,0,2,0,4,1,2,1,8,2,1,0,1,0,0,..,..,..,..,1
,,Females,11,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,4,0,2,0,6,3,2,1,0,0,0,..,..,..,..,1
,Diseases of the circulatory system (I00-I99),Males and females,12238,0,1,0,0,0,1,1,0,1,2,0,7,6,23,85,183,277,581,425,779,1040,2825,9393,1435,1517,1553,2261,2627,..,..,..,..,18
,,Males,5354,0,0,0,0,0,0,0,0,1,1,0,2,6,17,67,151,214,457,323,557,681,2018,3319,796,641,617,680,585,..,..,..,..,16
,,Females,6884,0,1,0,0,0,1,1,0,0,1,0,5,0,6,18,32,63,124,102,222,359,807,6074,639,876,936,1581,2042,..,..,..,..,2
,..chronic rheumatic heart diseases (I05-I09),Males and females,105,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,4,5,14,8,21,19,62,43,25,14,1,2,1,..,..,..,..,0
,,Males,48,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,3,10,5,13,9,37,11,8,3,0,0,0,..,..,..,..,0
,,Females,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,3,8,10,25,32,17,11,1,2,1,..,..,..,..,0
,..hypertensive diseases (I10-I15),Males and females,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,15,20,23,31,89,150,46,31,20,34,19,..,..,..,..,1
,,Males,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,9,14,12,14,49,43,19,10,6,6,2,..,..,..,..,1
,,Females,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,6,11,17,40,107,27,21,14,28,17,..,..,..,..,0
,..ischaemic heart diseases (I20-I25),Males and females,7563,0,0,0,0,0,0,0,0,0,0,0,0,4,7,34,90,160,295,224,462,637,1618,5934,879,898,943,1441,1773,..,..,..,..,11
,,Males,3477,0,0,0,0,0,0,0,0,0,0,0,0,4,7,29,83,138,261,186,357,451,1255,2212,527,412,393,456,424,..,..,..,..,10
,,Females,4086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,22,34,38,105,186,363,3722,352,486,550,985,1349,..,..,..,..,1
,..acute myocardial infarction (I21-I22),Males and females,633,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,14,28,50,40,81,82,253,379,116,107,70,61,25,..,..,..,..,1
,,Males,366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,12,23,42,35,60,53,190,175,75,47,25,19,9,..,..,..,..,1
,,Females,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,5,21,29,63,204,41,60,45,42,16,..,..,..,..,0
,"..other cardiovascular diseases (except rheumatic heart and valvular diseases) (I30-I33, I39-I52)",Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,..cerebrovascular diseases (I60-I69),Males and females,3660,0,0,0,0,0,0,0,0,1,1,0,3,0,5,17,33,53,111,110,194,266,681,2976,406,512,555,714,789,..,..,..,..,2
,,Males,1329,0,0,0,0,0,0,0,0,1,1,0,0,0,2,12,23,30,67,74,115,142,398,928,188,194,205,192,149,..,..,..,..,2
,,Females,2331,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,10,23,44,36,79,124,283,2048,218,318,350,522,640,..,..,..,..,0
,"Diseases of the respiratory system (J00-J99, U07)",Males and females,665,18,0,1,2,0,21,3,1,0,22,2,2,4,9,25,29,47,118,54,72,88,332,305,95,70,50,51,39,..,..,..,..,6
,,Males,483,14,0,0,0,0,14,0,0,0,14,1,0,3,8,20,18,40,90,46,57,73,266,197,76,45,33,27,16,..,..,..,..,6
,,Females,182,4,0,1,2,0,7,3,1,0,8,1,2,1,1,5,11,7,28,8,15,15,66,108,19,25,17,24,23,..,..,..,..,0
,..COVID-19 (U07),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,..influenza (J10-J11),Males and females,6,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,2,0,0,0,2,3,1,0,1,0,1,..,..,..,..,0
,,Males,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,..,..,..,..,0
,,Females,3,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,..,..,..,..,0
,..pneumonia (J12-J18),Males and females,290,10,0,0,0,0,10,0,0,0,10,0,1,2,8,21,25,35,92,36,38,35,201,74,26,14,15,12,7,..,..,..,..,5
,,Males,221,9,0,0,0,0,9,0,0,0,9,0,0,2,7,17,16,29,71,31,34,31,167,40,17,5,9,6,3,..,..,..,..,5
,,Females,69,1,0,0,0,0,1,0,0,0,1,0,1,0,1,4,9,6,21,5,4,4,34,34,9,9,6,6,4,..,..,..,..,0
,..chronic lower respiratory diseases (J40-J47),Males and females,287,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,3,6,14,11,22,40,87,200,61,48,33,33,25,..,..,..,..,0
,,Males,197,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,9,8,12,32,61,136,51,33,22,20,10,..,..,..,..,0
,,Females,90,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,5,3,10,8,26,64,10,15,11,13,15,..,..,..,..,0
,....asthma (J45-J46),Males and females,95,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1,2,8,6,14,12,40,55,13,17,15,7,3,..,..,..,..,0
,,Males,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,4,3,6,7,20,36,12,11,10,3,0,..,..,..,..,0
,,Females,39,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,4,3,8,5,20,19,1,6,5,4,3,..,..,..,..,0
,Diseases of the digestive system (K00-K93),Males and females,516,3,0,0,1,0,4,1,0,1,5,1,0,2,7,14,42,39,105,49,54,76,284,227,52,42,50,57,26,..,..,..,..,0
,,Males,285,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,28,29,75,37,35,44,191,94,35,22,15,17,5,..,..,..,..,0
,,Females,231,3,0,0,1,0,4,1,0,1,5,1,0,1,1,3,14,10,30,12,19,32,93,133,17,20,35,40,21,..,..,..,..,0
,"..ulcer of stomach, duodenum and jejunum (K25-K28)",Males and females,82,0,0,0,1,0,1,1,0,0,1,0,0,1,0,3,10,2,16,8,7,13,44,37,10,3,11,11,2,..,..,..,..,0
,,Males,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,10,7,5,9,31,18,7,1,6,3,1,..,..,..,..,0
,,Females,33,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,5,0,6,1,2,4,13,19,3,2,5,8,1,..,..,..,..,0
,"..chronic liver disease (K70, K73, K74)",Males and females,173,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,15,21,45,24,29,33,131,42,17,11,4,8,2,..,..,..,..,0
,,Males,106,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,8,15,30,17,18,18,83,23,13,6,2,2,0,..,..,..,..,0
,,Females,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,6,15,7,11,15,48,19,4,5,2,6,2,..,..,..,..,0
,....alcoholic liver disease (K70),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,.....cirrhosis of liver (K74),Males and females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Males,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,,Females,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
,Diseases of the skin and subcutaneous tissue (L00-L99),Males and females,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,3,2,2,10,6,2,1,0,3,0,..,..,..,..,0
,,Males,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,1,6,1,0,0,0,1,0,..,..,..,..,0
,,Females,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,5,2,1,0,2,0,..,..,..,..,0
,Diseases of the musculo-skeletal system and connective tissue (M00-M99),Males and females,57,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,1,3,9,4,13,7,33,23,12,5,2,4,0,..,..,..,..,0
,,Males,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,5,1,3,0,9,5,3,2,0,0,0,..,..,..,..,0
